Data Visualization,What is the significance of pure virtual functions in C++? a) They cannot be called directly and must be overridden in derived classes b) They can only be called by objects of the base class c) They can be called directly and must be overridden in derived classes d) They can only be called by objects of the derived class ,True or False: Abstract classes can be instantiated.,How can you achieve runtime polymorphism in C++?
,Artificial Intelligence,,
Topics,MCQs,True/False Questions:,Descriptive Questions:
Natural Language Processing (NLP),Which of the following is not a valid data type in C++? a) int b) float c) boolean d) string ,"True or False: The ""sizeof"" operator in C++ returns the size of a variable in bytes.","What is the difference between ""int"" and ""double"" data types in C++?"
Natural Language Processing (NLP),"What is the size of the ""char"" data type in C++? a) 4 bytes b) 2 bytes c) 1 byte d) It varies depending on the system ","True or False: In C++  the ""bool"" data type can store either ""true"" or ""false"" values. ",How can you declare a constant variable in C++?
Natural Language Processing (NLP),Which keyword is used to declare a constant variable in C++? a) constant b) final c) const d) static ,True or False: Variables in C++ must be declared before they can be used.,"What is the purpose of the ""sizeof"" operator in C++?"
Natural Language Processing (NLP),"What is the range of the ""short"" data type in C++? a) -128 to 127 b) 0 to 255 c) -32768 to 32767 d) -2147483648 to 2147483647 ","True or False: The ""unsigned"" keyword is used to declare signed variables in C++.",How do you initialize a variable in C++?
Natural Language Processing (NLP),"Which data type can store decimal numbers with a higher precision compared to ""float"" in C++? a) double b) long double c) real d) decimal ","True or False: The ""long"" data type in C++ is guaranteed to be larger than the ""int"" data type.","What is the range of values that can be stored in a ""char"" data type in C++?"
Reinforcement Learning,Which control structure allows a block of code to be executed repeatedly as long as a condition is true? a) if statement b) switch statement c) for loop d) while loop ,"True or False: The ""switch"" statement in C++ can only be used with integer and character types.","What is the purpose of the ""if"" statement in C++?"
Reinforcement Learning,Which loop structure is guaranteed to execute at least once regardless of the condition? a) for loop b) while loop c) do-while loop d) nested loop  ,"True or False: The ""for"" loop in C++ is similar to the ""while"" loop  but with a different syntax. ","How does the ""for"" loop differ from the ""while"" loop in C++?"
Reinforcement Learning,"How many times will the following code segment be executed? int i = 1 while (i <= 5) { cout << i << "" "" i += 2 } a) 1 time b) 2 times c) 3 times d) 5 times ","True or False: The ""break"" statement in C++ is used to exit the loop and continue with the next iteration.","What is the purpose of the ""switch"" statement in C++?"
Reinforcement Learning,Which control structure allows a program to selectively execute different blocks of code based on different conditions? a) if statement b) for loop c) switch statement d) do-while loop ,"True or False: A ""nested loop"" refers to a loop inside another loop in C++.",How can you exit a loop prematurely in C++?
Reinforcement Learning,"What will be the output of the following code? int x = 10 if (x > 5) { cout << ""Hello"" } else { cout << ""World"" } a) Hello b) World c) Hello World d) No output ","TTrue or False: he condition in the ""do-while"" loop is checked before executing the loop body.","What is the difference between the ""do-while"" loop and the ""while"" loop in C++?"
Natural Language Processing,Which keyword is used to define a function in C++? a) func b) def c) fun d) void ,True or False: A function can be called recursively meaning it calls itself. ,What is a function in C++?
Natural Language Processing,What is the purpose of a return type in a function declaration? a) It specifies the name of the function. b) It indicates the number of parameters the function accepts. c) It specifies the data type of the value returned by the function. d) It determines the visibility of the function. ,True or False: A function can have multiple return statements within its body.,How do you declare a function in C++?
Natural Language Processing,Which of the following is true about function overloading in C++? a) Two functions can have the same name but different return types. b) Two functions can have the same name and same parameter types but different return types. c) Two functions can have the same name and same return type but different parameter types. d) Function overloading is not allowed in C++. ,True or False: Parameters in a function declaration are optional.,What is function overloading in C++?
Natural Language Processing,Which of the following is the correct way to pass an array to a function in C++? a) Pass by value b) Pass by reference c) Pass by pointer d) Pass by constant reference ,True or False: Functions can only return a single value in C++.,How can you pass an array to a function in C++?
Natural Language Processing,What is the purpose of a function prototype in C++? a) It defines the body of the function. b) It declares the existence and signature of a function before it is defined. c) It specifies the return type of the function. d) It determines the visibility of the function. ,True or False: A function can modify the original values of its arguments if they are passed by reference.,What is the difference between a function declaration and a function definition in C++?
,Deep Learning,,
Topics,MCQs,True/False Questions:,Descriptive Questions:
Convolutional Neural Networks (CNN),Which of the following statements about linked lists is true? a) Linked lists provide constant time access to any element. b) Linked lists have a fixed size determined at compile time. c) Linked lists can easily insert or delete elements at any position. d) Linked lists can only be traversed in a forward direction. ,True or False: In a singly linked list traversal from the last element to the first element is efficient. ,What is a linked list?
Convolutional Neural Networks (CNN),In a singly linked list which operation has a time complexity of O(1)? a) Insertion at the beginning. b) Insertion at the end. c) Deletion from the beginning. d) Deletion from the end.  ,True or False: Circular linked lists can be implemented using either singly linked lists or doubly linked lists.,What are the advantages of using linked lists over arrays?
Convolutional Neural Networks (CNN),Which of the following statements about doubly linked lists is true? a) Doubly linked lists require less memory compared to singly linked lists. b) Doubly linked lists cannot be traversed in a backward direction. c) Doubly linked lists have a higher time complexity for insertion and deletion compared to singly linked lists. d) Doubly linked lists have better cache locality compared to singly linked lists. ,True or False: Linked lists are a dynamic data structure that can grow or shrink in size during program execution.,What is a singly linked list?
Convolutional Neural Networks (CNN),The process of combining two or more linked lists into a single list is called: a) Merging. b) Concatenation. c) Reversal. d) Partitioning. ,True or False: Linked lists consume less memory compared to arrays for storing the same amount of data.,What is a doubly linked list?
Convolutional Neural Networks (CNN),Which of the following data structures can be used to implement a stack using a linked list? a) Singly linked list. b) Doubly linked list. c) Circular linked list. d) All of the above. ,True or False: Deleting an element from a doubly linked list requires updating the next and previous pointers of the adjacent nodes.,What is the time complexity for inserting an element at the end of a singly linked list?
Recurrent Neural Networks (RNN),In a binary tree  each node can have a maximum of how many children? a) 1 b) 2 c) 3 d) There is no maximum limit ,True or False: In a binary tree the left subtree of a node contains smaller values and the right subtree contains larger values.  ,What is a binary tree?
Recurrent Neural Networks (RNN),Which traversal visits the left subtree then the root and finally the right subtree? a) Preorder traversal b) Inorder traversal c) Postorder traversal d) Level order traversal ,True or False: Binary trees can be empty meaning they contain no nodes. ,What is the difference between a binary tree and a binary search tree?
Recurrent Neural Networks (RNN),Which of the following statements about binary trees is true? a) Binary trees always have an equal number of left and right children. b) Binary trees are a type of balanced tree. c) Binary trees can have any number of children per node. d) Binary trees can have at most two children per node. ,True or False: The height of a binary tree is always equal to the number of nodes in the tree.,What is the height of a binary tree?
Recurrent Neural Networks (RNN),The height of a binary tree with n nodes is at most: a) n b) log(n) c) n - 1 d) 2^n ,True or False: Binary trees can be traversed in multiple ways including preorder and inorder and postorder. ,How is a binary tree represented in memory?
Recurrent Neural Networks (RNN),Which operation is used to remove a node from a binary search tree? a) Rotate b) Split c) Delete d) Extract ,True or False: A binary tree can have a node with only a right child but no left child.,What is the time complexity for searching a value in a binary search tree?
Generative Adversarial Networks ,Which sorting algorithm has a worst-case time complexity of O(n^2)? a) Bubble Sort b) Merge Sort c) Quick Sort d) Insertion Sort ,True or False: Merge Sort is an example of a comparison-based sorting algorithm.,What is a sorting algorithm?
Generative Adversarial Networks ,Which sorting algorithm guarantees a worst-case time complexity of O(n log n)? a) Selection Sort b) Radix Sort c) Heap Sort d) Bubble Sort ,True or False: Radix Sort is suitable for sorting arrays with both positive and negative integers.,What is the time complexity of a sorting algorithm?
Generative Adversarial Networks ,Which sorting algorithm is known for its stability meaning it preserves the relative order of equal elements? a) Quick Sort b) Insertion Sort c) Selection Sort d) Merge Sort ,True or False: Quick Sort is an in-place sorting algorithm.,What is the difference between comparison-based and non-comparison-based sorting algorithms?
Generative Adversarial Networks ,The best-case time complexity of Bubble Sort is: a) O(n) b) O(n^2) c) O(log n) d) O(n log n) ,True or False: Bubble Sort is an efficient sorting algorithm for large arrays.,Name a stable sorting algorithm.
Generative Adversarial Networks ,Which sorting algorithm works by repeatedly finding the minimum element from the unsorted portion of the array and placing it at the beginning? a) Bubble Sort b) Quick Sort c) Selection Sort d) Insertion Sort ,True or False: Insertion Sort is a stable sorting algorithm.,What is the main advantage of using quicksort over other sorting algorithms?
,Digital Image Processing,,
Topics,MCQs,True/False Questions:,Descriptive Questions:
Image Filtering Techniques,Which of the following is true about asymptotic analysis? a) It gives an exact measurement of algorithmic efficiency b) It ignores small input sizes c) It is only applicable to recursive algorithms d) It only considers the worst-case scenario ,True or False: Asymptotic analysis only considers the worst-case scenario.,What is asymptotic analysis?
Image Filtering Techniques,Which of the following notation represents a function that grows faster than logarithmic but slower than exponential? a) O(1) b) O(log n) c) O(n) d) O(2^n) ,True or False: Big-O notation represents the exact growth rate of a function.,What is Big-O notation?
Image Filtering Techniques,Which of the following is the correct definition of Big-O notation? a) It represents the lower bound of the growth rate of a function b) It represents the upper bound of the growth rate of a function c) It represents the exact growth rate of a function d) It represents the average growth rate of a function ,True or False: Theta notation represents the lower bound of the growth rate of a function.,What is the difference between O(1) and O(n)?
Image Filtering Techniques,Which of the following is not a valid asymptotic notation? a) O(1) b) O(n!) c) O(log n) d) O(n^2) ,True or False: Asymptotic analysis is only applicable to recursive algorithms.,What is the purpose of asymptotic analysis?
Image Filtering Techniques,Which of the following is true about Theta notation? a) It represents the upper bound of the growth rate of a function b) It represents the lower bound of the growth rate of a function c) It represents both the upper and lower bounds of the growth rate of a function d) It represents the exact growth rate of a function ,True or False: Asymptotic analysis is a way to measure the efficiency of an algorithm.,What is the worst-case time complexity of an algorithm?
Image Segmentation,Which of the following sorting algorithms has a worst-case time complexity of O(n^2)? a) Merge sort b) Quick sort c) Heap sort d) Insertion sort ,True or False: Bubble sort has a worst-case time complexity of O(n^2).,What is a sorting algorithm?
Image Segmentation,Which of the following sorting algorithms is based on the divide-and-conquer strategy? a) Bubble sort b) Selection sort c) Insertion sort d) Merge sort ,True or False: Quick sort is a stable sorting algorithm.,Explain the concept of in-place sorting.
Image Segmentation,Which of the following sorting algorithms has a best-case time complexity of O(n)? a) Quick sort b) Bubble sort c) Insertion sort d) Heap sort ,True or False: Selection sort is an in-place sorting algorithm.,What is the time complexity of bubble sort?
Image Segmentation,Which of the following sorting algorithms guarantees a stable sort? a) Quick sort b) Selection sort c) Merge sort d) Radix sort ,True or False: Merge sort is based on the divide-and-conquer strategy.,What is the main advantage of merge sort over other sorting algorithms?
Image Segmentation,Which of the following sorting algorithms is not an in-place sorting algorithm? a) Bubble sort b) Heap sort c) Insertion sort d) Shell sort ,True or False: Radix sort has a worst-case time complexity of O(nlogn).,How does quick sort work?
Imaging,Which algorithm is used to find the shortest path between two vertices in a weighted graph? a) Breadth-First Search (BFS) b) Depth-First Search (DFS) c) Dijkstra's algorithm d) Prim's algorithm ,True or False: Breadth-First Search (BFS) can be used to find the shortest path in an unweighted graph.,What is a graph algorithm?
Imaging,Which algorithm is used to find the minimum spanning tree of a weighted graph? a) Breadth-First Search (BFS) b) Depth-First Search (DFS) c) Dijkstra's algorithm d) Prim's algorithm ,True or False: Depth-First Search (DFS) can be used to detect cycles in a graph.,Explain the concept of breadth-first search (BFS).
Imaging,Which algorithm is used to detect cycles in a graph? a) Breadth-First Search (BFS) b) Depth-First Search (DFS) c) Dijkstra's algorithm d) Prim's algorithm ,True or False: Dijkstra's algorithm can be used to find the minimum spanning tree of a weighted graph.,What is the time complexity of Dijkstra's algorithm?
Imaging,Which algorithm is used to find the strongly connected components in a directed graph? a) Breadth-First Search (BFS) b) Depth-First Search (DFS) c) Dijkstra's algorithm d) Prim's algorithm ,True or False: Prim's algorithm can be used to find the shortest path between two vertices in a weighted graph.,What is the minimum spanning tree of a graph?
Imaging,Which algorithm is used to find the topological ordering of vertices in a directed acyclic graph (DAG)? a) Breadth-First Search (BFS) b) Depth-First Search (DFS) c) Dijkstra's algorithm d) Prim's algorithm ,True or False: Depth-First Search (DFS) can be used to find the topological ordering of vertices in a directed acyclic graph (DAG).,What is the difference between DFS and BFS?
